,Layer 1,Layer 2,Layer 3,Stage 0 - Layer 1,Stage 0 - Layer 2,Stage 0 - Layer 3,Stage 1 - Layer 1,Stage 1 - Layer 2,Stage 1 - Layer 3,Stage 2 - Layer 1,Stage 2 - Layer 2,Stage 2 - Layer 3,Stage 3 - Layer 1,Stage 3 - Layer 2,Stage 3 - Layer 3,Stage 4 - Layer 1,Stage 4 - Layer 2,Stage 4 - Layer 3,Stage 5 - Layer 1,Stage 5 - Layer 2,Stage 5 - Layer 3,Stage 6 - Layer 1,Stage 6 - Layer 2,Stage 6 - Layer 3,Stage 7 - Layer 1,Stage 7 - Layer 2,Stage 7 - Layer 3,Stage 8 - Layer 1,Stage 8 - Layer 2,Stage 8 - Layer 3
571,Inquiry,Asuransi,Promo,Inquiry (General Customer),Other,OTH: Asuransi Promo,Inquiry,Other,Asuransi Promo,Inquiry,Asuransi,Promo,Inquiry,Asuransi,Promo,Inquiry,Asuransi,Promo,Inquiry,Asuransi,Promo,Inquiry,Asuransi,Promo,Inquiry,Asuransi,Promo,Inquiry,Asuransi,Promo
572,Inquiry,Asuransi,Status,Inquiry (General Customer),Other,OTH: Asuransi Status,Inquiry,Other,Asuransi Status,Inquiry,Asuransi,Status,Inquiry,Asuransi,Status,Inquiry,Asuransi,Status,Inquiry,Asuransi,Status,Inquiry,Asuransi,Status,Inquiry,Asuransi,Status,Inquiry,Asuransi,Status
573,Inquiry,Beasiswa,Other,Inquiry (General Customer),Other,OTH: Beasiswa,Inquiry,Other,Beasiswa,Inquiry,Beasiswa,,Inquiry,Beasiswa,,Inquiry,Beasiswa,,Inquiry,Beasiswa,,Inquiry,Beasiswa,,Inquiry,Beasiswa,,Inquiry,Beasiswa,Other
574,Inquiry,Collection,Kontak,Inquiry (General Customer),Other,OTH: Collection Kontak,Inquiry,Other,Collection Kontak,Inquiry,Collection,Kontak,Inquiry,Collection,Kontak,Inquiry,Collection,Kontak,Inquiry,Collection,Kontak,Inquiry,Collection,Kontak,Inquiry,Collection,Kontak,Inquiry,Collection,Kontak
575,Inquiry,Collection,Other,Inquiry (General Customer),Other,OTH: Collection Other,Inquiry,Other,Collection Other,Inquiry,Collection,Other,Inquiry,Collection,Other,Inquiry,Collection,Other,Inquiry,Collection,Other,Inquiry,Collection,Other,Inquiry,Collection,Other,Inquiry,Collection,Other
576,Inquiry,Poin Xtra,Tidak Terima,Inquiry (General Customer),Other,OTH: Poin Xtra Tidak Terima Poin Xtra,Inquiry,Other,Poin Xtra Tidak Terima Poin Xtra,Inquiry,Poin Xtra,Tidak Terima,Inquiry,Poin Xtra,Tidak Terima,Inquiry,Poin Xtra,Tidak Terima,Inquiry,Poin Xtra,Tidak Terima,Inquiry,Poin Xtra,Tidak Terima,Inquiry,Poin Xtra,Tidak Terima,Inquiry,Poin Xtra,Tidak Terima
577,Inquiry,Poin Xtra,Fitur,Inquiry (General Customer),Other,OTH: Poin Xtra Fitur,Inquiry,Other,Poin Xtra Fitur,Inquiry,Poin Xtra,Fitur,Inquiry,Poin Xtra,Fitur,Inquiry,Poin Xtra,Fitur,Inquiry,Poin Xtra,Fitur,Inquiry,Poin Xtra,Fitur,Inquiry,Poin Xtra,Fitur,Inquiry,Poin Xtra,Fitur
578,Inquiry,Poin Xtra,Jumlah,Inquiry (General Customer),Other,OTH: Poin Xtra Jumlah Poin Xtra Tidak Sesuai,Inquiry,Other,Poin Xtra Jumlah Poin Xtra Tidak Sesuai,Inquiry,Poin Xtra,Jumlah,Inquiry,Poin Xtra,Jumlah,Inquiry,Poin Xtra,Jumlah,Inquiry,Poin Xtra,Jumlah,Inquiry,Poin Xtra,Jumlah,Inquiry,Poin Xtra,Jumlah,Inquiry,Poin Xtra,Jumlah
579,Inquiry,Poin Xtra,Other,Inquiry (General Customer),Other,OTH: Poin Xtra Other,Inquiry,Other,Poin Xtra Other,Inquiry,Poin Xtra,Other,Inquiry,Poin Xtra,Other,Inquiry,Poin Xtra,Other,Inquiry,Poin Xtra,Other,Inquiry,Poin Xtra,Other,Inquiry,Poin Xtra,Other,Inquiry,Poin Xtra,Other
580,Inquiry,Poin Xtra,Promo/ Voucher/ Mileage,Inquiry (General Customer),Other,OTH: Poin Xtra Promo/ Voucher,Inquiry,Other,Poin Xtra Promo/ Voucher,Inquiry,Poin Xtra,Promo/ Voucher,Inquiry,Poin Xtra,Promo/ Voucher,Inquiry,Poin Xtra,Promo/ Voucher,Inquiry,Poin Xtra,Promo/ Voucher/ Mileage,Inquiry,Poin Xtra,Promo/ Voucher/ Mileage,Inquiry,Poin Xtra,Promo/ Voucher/ Mileage,Inquiry,Poin Xtra,Promo/ Voucher/ Mileage
581,Inquiry,Poin Xtra,Promo/ Voucher/ Mileage,Inquiry (General Customer),Other,OTH: Poin Xtra Promo/ Voucher/ milliage,Inquiry,Other,Poin Xtra Promo/ Voucher/ milliage,Inquiry,Poin Xtra,Promo/ Voucher/ milliage,Inquiry,Poin Xtra,Promo/ Voucher/ milliage,Inquiry,Poin Xtra,Promo/ Voucher/ milliage,Inquiry,Poin Xtra,Promo/ Voucher/ Mileage,Inquiry,Poin Xtra,Promo/ Voucher/ Mileage,Inquiry,Poin Xtra,Promo/ Voucher/ Mileage,Inquiry,Poin Xtra,Promo/ Voucher/ Mileage
582,Inquiry,Restrukturisasi Kredit,Blokir,Inquiry (General Customer),Other,OTH: Restrukturisasi Kredit Blokir,Inquiry,Other,Restrukturisasi Kredit Blokir,Inquiry,Restrukturisasi Kredit,Blokir,Inquiry,Restrukturisasi Kredit,Blokir,Inquiry,Restrukturisasi Kredit,Blokir,Inquiry,Restrukturisasi Kredit,Blokir,Inquiry,Restrukturisasi Kredit,Blokir,Inquiry,Restrukturisasi Kredit,Blokir,Inquiry,Restrukturisasi Kredit,Blokir
583,Inquiry,Restrukturisasi Kredit,Fitur/ Informasi,Inquiry (General Customer),Other,OTH: Restrukturisasi Kredit Fitur/ Informasi,Inquiry,Other,Restrukturisasi Kredit Fitur/ Informasi,Inquiry,Restrukturisasi Kredit,Fitur/ Informasi,Inquiry,Restrukturisasi Kredit,Fitur/ Informasi,Inquiry,Restrukturisasi Kredit,Fitur/ Informasi,Inquiry,Restrukturisasi Kredit,Fitur/ Informasi,Inquiry,Restrukturisasi Kredit,Fitur/ Informasi,Inquiry,Restrukturisasi Kredit,Fitur/ Informasi,Inquiry,Restrukturisasi Kredit,Fitur/ Informasi
584,Inquiry,Restrukturisasi Kredit,Other,Inquiry (General Customer),Other,OTH: Restrukturisasi Kredit Other,Inquiry,Other,Restrukturisasi Kredit Other,Inquiry,Restrukturisasi Kredit,Other,Inquiry,Restrukturisasi Kredit,Other,Inquiry,Restrukturisasi Kredit,Other,Inquiry,Restrukturisasi Kredit,Other,Inquiry,Restrukturisasi Kredit,Other,Inquiry,Restrukturisasi Kredit,Other,Inquiry,Restrukturisasi Kredit,Other
585,Inquiry,Restrukturisasi Kredit,Status,Inquiry (General Customer),Other,OTH: Restrukturisasi Kredit Status,Inquiry,Other,Restrukturisasi Kredit Status,Inquiry,Restrukturisasi Kredit,Status,Inquiry,Restrukturisasi Kredit,Status,Inquiry,Restrukturisasi Kredit,Status,Inquiry,Restrukturisasi Kredit,Status,Inquiry,Restrukturisasi Kredit,Status,Inquiry,Restrukturisasi Kredit,Status,Inquiry,Restrukturisasi Kredit,Status
586,Inquiry,Telesales,Kontak,Inquiry (General Customer),Other,OTH: Telesales Kontak,Inquiry,Other,Telesales Kontak,Inquiry,Telesales,Kontak,Inquiry,Telesales,Kontak,Inquiry,Telesales,Kontak,Inquiry,Telesales,Kontak,Inquiry,Telesales,Kontak,Inquiry,Telesales,Kontak,Inquiry,Telesales,Kontak
587,Inquiry,Telesales,Other,Inquiry (General Customer),Other,OTH: Telesales Other,Inquiry,Other,Telesales Other,Inquiry,Telesales,Other,Inquiry,Telesales,Other,Inquiry,Telesales,Other,Inquiry,Telesales,Other,Inquiry,Telesales,Other,Inquiry,Telesales,Other,Inquiry,Telesales,Other
588,Inquiry,Telesales,Penawaran Tidak Sesuai,Inquiry (General Customer),Other,OTH: Telesales Penawaran Tidak Sesuai,Inquiry,Other,Telesales Penawaran Tidak Sesuai,Inquiry,Telesales,Penawaran Tidak Sesuai,Inquiry,Telesales,Penawaran Tidak Sesuai,Inquiry,Telesales,Penawaran Tidak Sesuai,Inquiry,Telesales,Penawaran Tidak Sesuai,Inquiry,Telesales,Penawaran Tidak Sesuai,Inquiry,Telesales,Penawaran Tidak Sesuai,Inquiry,Telesales,Penawaran Tidak Sesuai
589,Inquiry,Telesales,Tidak Berkenan Dihubungi,Inquiry (General Customer),Other,OTH: Telesales Tidak Berkenan Dihubungi,Inquiry,Other,Telesales Tidak Berkenan Dihubungi,Inquiry,Telesales,Tidak Berkenan Dihubungi,Inquiry,Telesales,Tidak Berkenan Dihubungi,Inquiry,Telesales,Tidak Berkenan Dihubungi,Inquiry,Telesales,Tidak Berkenan Dihubungi,Inquiry,Telesales,Tidak Berkenan Dihubungi,Inquiry,Telesales,Tidak Berkenan Dihubungi,Inquiry,Telesales,Tidak Berkenan Dihubungi
590,Inquiry,Vending Machine,Fitur,Inquiry (General Customer),Other,OTH: Vending Machine Fitur,Inquiry,Other,Vending Machine Fitur,Inquiry,Vending Machine,Fitur,Inquiry,Vending Machine,Fitur,Inquiry,Vending Machine,Fitur,Inquiry,Vending Machine,Fitur,Inquiry,Vending Machine,Fitur,Inquiry,Vending Machine,Fitur,Inquiry,Vending Machine,Fitur
591,Inquiry,Vending Machine,Lokasi,Inquiry (General Customer),Other,OTH: Vending Machine Lokasi,Inquiry,Other,Vending Machine Lokasi,Inquiry,Vending Machine,Lokasi,Inquiry,Vending Machine,Lokasi,Inquiry,Vending Machine,Lokasi,Inquiry,Vending Machine,Lokasi,Inquiry,Vending Machine,Lokasi,Inquiry,Vending Machine,Lokasi,Inquiry,Vending Machine,Lokasi
592,Inquiry,Vending Machine,Other,Inquiry (General Customer),Other,OTH: Vending Machine Other,Inquiry,Other,Vending Machine Other,Inquiry,Vending Machine,Other,Inquiry,Vending Machine,Other,Inquiry,Vending Machine,Other,Inquiry,Vending Machine,Other,Inquiry,Vending Machine,Other,Inquiry,Vending Machine,Other,Inquiry,Vending Machine,Other
593,Inquiry,Services,Airport lounge,Inquiry (General Customer),Services,SER: Airport lounge,Inquiry,Services,Airport lounge,Inquiry,Services,Airport lounge,Inquiry,Services,Airport lounge,Inquiry,Services,Airport lounge,Inquiry,Services,Airport lounge,Inquiry,Services,Airport lounge,Inquiry,Services,Airport lounge,Inquiry,Services,Airport lounge
594,Inquiry,Biz Channel,Fitur,Inquiry (General Customer),Services,SER: Biz Channel Fitur,Inquiry,Services,Biz Channel Fitur,Inquiry,Biz Channel,Fitur,Inquiry,Biz Channel,Fitur,Inquiry,Biz Channel,Fitur,Inquiry,Biz Channel,Fitur,Inquiry,Biz Channel,Fitur,Inquiry,Biz Channel,Fitur,Inquiry,Biz Channel,Fitur
595,Inquiry,Biz Channel,Kendala Menghubungi,Inquiry (General Customer),Services,SER: Biz Channel Kendala Menghubungi,Inquiry,Services,Biz Channel Kendala Menghubungi,Inquiry,Biz Channel,Kendala Menghubungi,Inquiry,Biz Channel,Kendala Menghubungi,Inquiry,Biz Channel,Kendala Menghubungi,Inquiry,Biz Channel,Kendala Menghubungi,Inquiry,Biz Channel,Kendala Menghubungi,Inquiry,Biz Channel,Kendala Menghubungi,Inquiry,Biz Channel,Kendala Menghubungi
596,Inquiry,Biz Channel OCTO Merchant,Kendala Pendaftaran,Inquiry (General Customer),Services,SER: Biz Channel OCTO Merchant Kendala Pendaftaran,Inquiry,Services,Biz Channel OCTO Merchant Kendala Pendaftaran,Inquiry,Biz Channel OCTO Merchant,Kendala Pendaftaran,Inquiry,Biz Channel OCTO Merchant,Kendala Pendaftaran,Inquiry,Biz Channel OCTO Merchant,Kendala Pendaftaran,Inquiry,Biz Channel OCTO Merchant,Kendala Pendaftaran,Inquiry,Biz Channel OCTO Merchant,Kendala Pendaftaran,Inquiry,Biz Channel OCTO Merchant,Kendala Pendaftaran,Inquiry,Biz Channel OCTO Merchant,Kendala Pendaftaran
597,Inquiry,Biz Channel OCTO Merchant,Transaksi Dalam Proses,Inquiry (General Customer),Services,SER: Biz Channel OCTO Merchant Transaksi Dalam Proses,Inquiry,Services,Biz Channel OCTO Merchant Transaksi Dalam Proses,Inquiry,Biz Channel OCTO Merchant,Transaksi Dalam Proses,Inquiry,Biz Channel OCTO Merchant,Transaksi Dalam Proses,Inquiry,Biz Channel OCTO Merchant,Transaksi Dalam Proses,Inquiry,Biz Channel OCTO Merchant,Transaksi Dalam Proses,Inquiry,Biz Channel OCTO Merchant,Transaksi Dalam Proses,Inquiry,Biz Channel OCTO Merchant,Transaksi Dalam Proses,Inquiry,Biz Channel OCTO Merchant,Transaksi Dalam Proses
598,Inquiry,Biz Channel OCTO Merchant,Transaksi Gagal,Inquiry (General Customer),Services,SER: Biz Channel OCTO Merchant Transaksi Gagal,Inquiry,Services,Biz Channel OCTO Merchant Transaksi Gagal,Inquiry,Biz Channel OCTO Merchant,Transaksi Gagal,Inquiry,Biz Channel OCTO Merchant,Transaksi Gagal,Inquiry,Biz Channel OCTO Merchant,Transaksi Gagal,Inquiry,Biz Channel OCTO Merchant,Transaksi Gagal,Inquiry,Biz Channel OCTO Merchant,Transaksi Gagal,Inquiry,Biz Channel OCTO Merchant,Transaksi Gagal,Inquiry,Biz Channel OCTO Merchant,Transaksi Gagal
599,Inquiry,Biz Channel,Other,Inquiry (General Customer),Services,SER: Biz Channel Other,Inquiry,Services,Biz Channel Other,Inquiry,Biz Channel,Other,Inquiry,Biz Channel,Other,Inquiry,Biz Channel,Other,Inquiry,Biz Channel,Other,Inquiry,Biz Channel,Other,Inquiry,Biz Channel,Other,Inquiry,Biz Channel,Other
600,Inquiry,Biz Channel,Registrasi,Inquiry (General Customer),Services,SER: Biz Channel Registrasi,Inquiry,Services,Biz Channel Registrasi,Inquiry,Biz Channel,Registrasi,Inquiry,Biz Channel,Registrasi,Inquiry,Biz Channel,Registrasi,Inquiry,Biz Channel,Registrasi,Inquiry,Biz Channel,Registrasi,Inquiry,Biz Channel,Registrasi,Inquiry,Biz Channel,Registrasi
601,Inquiry,Biz Channel,Status/ Gangguan,Inquiry (General Customer),Services,SER: Biz Channel Status/ Gangguan,Inquiry,Services,Biz Channel Status/ Gangguan,Inquiry,Biz Channel,Status/ Gangguan,Inquiry,Biz Channel,Status/ Gangguan,Inquiry,Biz Channel,Status/ Gangguan,Inquiry,Biz Channel,Status/ Gangguan,Inquiry,Biz Channel,Status/ Gangguan,Inquiry,Biz Channel,Status/ Gangguan,Inquiry,Biz Channel,Status/ Gangguan
602,Inquiry,Branch,Cakupan Layanan,Inquiry (General Customer),Services,SER: Branch Cakupan Layanan,Inquiry,Services,Branch Cakupan Layanan,Inquiry,Branch,Cakupan Layanan,Inquiry,Branch,Cakupan Layanan,Inquiry,Branch,Cakupan Layanan,Inquiry,Branch,Cakupan Layanan,Inquiry,Branch,Cakupan Layanan,Inquiry,Branch,Cakupan Layanan,Inquiry,Branch,Cakupan Layanan
603,Inquiry,Branch,Jadwal/ Status Operasional,Inquiry (General Customer),Services,SER: Branch Jadwal/ Status Operasional,Inquiry,Services,Branch Jadwal/ Status Operasional,Inquiry,Branch,Jadwal/ Status Operasional,Inquiry,Branch,Jadwal/ Status Operasional,Inquiry,Branch,Jadwal/ Status Operasional,Inquiry,Branch,Jadwal/ Status Operasional,Inquiry,Branch,Jadwal/ Status Operasional,Inquiry,Branch,Jadwal/ Status Operasional,Inquiry,Branch,Jadwal/ Status Operasional
604,Inquiry,Branch,Ketidaksesuaian Jam Operasional,Inquiry (General Customer),Services,SER: Branch Ketidaksesuaian Jam Operasional,Inquiry,Services,Branch Ketidaksesuaian Jam Operasional,Inquiry,Branch,Ketidaksesuaian Jam Operasional,Inquiry,Branch,Ketidaksesuaian Jam Operasional,Inquiry,Branch,Ketidaksesuaian Jam Operasional,Inquiry,Branch,Ketidaksesuaian Jam Operasional,Inquiry,Branch,Ketidaksesuaian Jam Operasional,Inquiry,Branch,Ketidaksesuaian Jam Operasional,Inquiry,Branch,Ketidaksesuaian Jam Operasional
605,Inquiry,Branch,Kontak/ Lokasi,Inquiry (General Customer),Services,SER: Branch Kontak/ Lokasi,Inquiry,Services,Branch Kontak/ Lokasi,Inquiry,Branch,Kontak/ Lokasi,Inquiry,Branch,Kontak/ Lokasi,Inquiry,Branch,Kontak/ Lokasi,Inquiry,Branch,Kontak/ Lokasi,Inquiry,Branch,Kontak/ Lokasi,Inquiry,Branch,Kontak/ Lokasi,Inquiry,Branch,Kontak/ Lokasi
606,Inquiry,Branch,SWIFT Code,Inquiry (General Customer),Services,SER: Branch SWIFT Code,Inquiry,Services,Branch SWIFT Code,Inquiry,Branch,SWIFT Code,Inquiry,Branch,SWIFT Code,Inquiry,Branch,SWIFT Code,Inquiry,Branch,SWIFT Code,Inquiry,Branch,SWIFT Code,Inquiry,Branch,SWIFT Code,Inquiry,Branch,SWIFT Code
607,Inquiry,Chatbot,Other,Inquiry (General Customer),Services,SER: Chatbot,Inquiry,Services,Chatbot,Inquiry,Chatbot,,Inquiry,Chatbot,,Inquiry,Chatbot,,Inquiry,Chatbot,,Inquiry,Chatbot,,Inquiry,Chatbot,,Inquiry,Chatbot,Other
608,Inquiry,Digital Lounge,Cakupan Layanan,Inquiry (General Customer),Services,SER: Digital Lounge Cakupan Layanan,Inquiry,Services,Digital Lounge Cakupan Layanan,Inquiry,Digital Lounge,Cakupan Layanan,Inquiry,Digital Lounge,Cakupan Layanan,Inquiry,Digital Lounge,Cakupan Layanan,Inquiry,Digital Lounge,Cakupan Layanan,Inquiry,Digital Lounge,Cakupan Layanan,Inquiry,Digital Lounge,Cakupan Layanan,Inquiry,Digital Lounge,Cakupan Layanan
609,Inquiry,Digital Lounge,Jadwal/ Status Operasional,Inquiry (General Customer),Services,SER: Digital Lounge Jadwal/ Status Operasional,Inquiry,Services,Digital Lounge Jadwal/ Status Operasional,Inquiry,Digital Lounge,Jadwal/ Status Operasional,Inquiry,Digital Lounge,Jadwal/ Status Operasional,Inquiry,Digital Lounge,Jadwal/ Status Operasional,Inquiry,Digital Lounge,Jadwal/ Status Operasional,Inquiry,Digital Lounge,Jadwal/ Status Operasional,Inquiry,Digital Lounge,Jadwal/ Status Operasional,Inquiry,Digital Lounge,Jadwal/ Status Operasional
610,Inquiry,Digital Lounge,Kontak/ Lokasi,Inquiry (General Customer),Services,SER: Digital Lounge Kontak/ Lokasi,Inquiry,Services,Digital Lounge Kontak/ Lokasi,Inquiry,Digital Lounge,Kontak/ Lokasi,Inquiry,Digital Lounge,Kontak/ Lokasi,Inquiry,Digital Lounge,Kontak/ Lokasi,Inquiry,Digital Lounge,Kontak/ Lokasi,Inquiry,Digital Lounge,Kontak/ Lokasi,Inquiry,Digital Lounge,Kontak/ Lokasi,Inquiry,Digital Lounge,Kontak/ Lokasi
611,Inquiry,Digital Lounge,Tidak Tersedia Digital Branch Manager,Inquiry (General Customer),Services,SER: Digital Lounge Tidak Tersedia Digital Branch Manager,Inquiry,Services,Digital Lounge Tidak Tersedia Digital Branch Manager,Inquiry,Digital Lounge,Tidak Tersedia Digital Branch Manager,Inquiry,Digital Lounge,Tidak Tersedia Digital Branch Manager,Inquiry,Digital Lounge,Tidak Tersedia Digital Branch Manager,Inquiry,Digital Lounge,Tidak Tersedia Digital Branch Manager,Inquiry,Digital Lounge,Tidak Tersedia Digital Branch Manager,Inquiry,Digital Lounge,Tidak Tersedia Digital Branch Manager,Inquiry,Digital Lounge,Tidak Tersedia Digital Branch Manager
612,Inquiry,EDC,Fitur,Inquiry (General Customer),Services,SER: EDC Fitur,Inquiry,Services,EDC Fitur,Inquiry,EDC,Fitur,Inquiry,EDC,Fitur,Inquiry,EDC,Fitur,Inquiry,EDC,Fitur,Inquiry,EDC,Fitur,Inquiry,EDC,Fitur,Inquiry,EDC,Fitur
613,Inquiry,EDC,Other,Inquiry (General Customer),Services,SER: EDC Other,Inquiry,Services,EDC Other,Inquiry,EDC,Other,Inquiry,EDC,Other,Inquiry,EDC,Other,Inquiry,EDC,Other,Inquiry,EDC,Other,Inquiry,EDC,Other,Inquiry,EDC,Other
614,Inquiry,EDC,Status/ Gangguan,Inquiry (General Customer),Services,SER: EDC Status/ Gangguan,Inquiry,Services,EDC Status/ Gangguan,Inquiry,EDC,Status/ Gangguan,Inquiry,EDC,Status/ Gangguan,Inquiry,EDC,Status/ Gangguan,Inquiry,EDC,Status/ Gangguan,Inquiry,EDC,Status/ Gangguan,Inquiry,EDC,Status/ Gangguan,Inquiry,EDC,Status/ Gangguan
615,Inquiry,EDC,Tidak Berfungsi/ Kendala Jaringan,Inquiry (General Customer),Services,SER: EDC Tidak Berfungsi/ Kendala Jaringan,Inquiry,Services,EDC Tidak Berfungsi/ Kendala Jaringan,Inquiry,EDC,Tidak Berfungsi/ Kendala Jaringan,Inquiry,EDC,Tidak Berfungsi/ Kendala Jaringan,Inquiry,EDC,Tidak Berfungsi/ Kendala Jaringan,Inquiry,EDC,Tidak Berfungsi/ Kendala Jaringan,Inquiry,EDC,Tidak Berfungsi/ Kendala Jaringan,Inquiry,EDC,Tidak Berfungsi/ Kendala Jaringan,Inquiry,EDC,Tidak Berfungsi/ Kendala Jaringan
616,Inquiry,E-mail,Cakupan Layanan,Inquiry (General Customer),Services,SER: E-mail Cakupan Layanan,Inquiry,Services,E-mail Cakupan Layanan,Inquiry,E-mail,Cakupan Layanan,Inquiry,E-mail,Cakupan Layanan,Inquiry,E-mail,Cakupan Layanan,Inquiry,E-mail,Cakupan Layanan,Inquiry,E-mail,Cakupan Layanan,Inquiry,E-mail,Cakupan Layanan,Inquiry,E-mail,Cakupan Layanan
617,Inquiry,E-mail,Interaksi,Inquiry (General Customer),Services,SER: E-mail Interaksi,Inquiry,Services,E-mail Interaksi,Inquiry,E-mail,Interaksi,Inquiry,E-mail,Interaksi,Inquiry,E-mail,Interaksi,Inquiry,E-mail,Interaksi,Inquiry,E-mail,Interaksi,Inquiry,E-mail,Interaksi,Inquiry,E-mail,Interaksi
618,Inquiry,E-mail,Other,Inquiry (General Customer),Services,SER: E-mail Other,Inquiry,Services,E-mail Other,Inquiry,E-mail,Other,Inquiry,E-mail,Other,Inquiry,E-mail,Other,Inquiry,E-mail,Other,Inquiry,E-mail,Other,Inquiry,E-mail,Other,Inquiry,E-mail,Other
619,Inquiry,Live Chat,Cakupan Layanan,Inquiry (General Customer),Services,SER: Live Chat Cakupan Layanan,Inquiry,Services,Live Chat Cakupan Layanan,Inquiry,Live Chat,Cakupan Layanan,Inquiry,Live Chat,Cakupan Layanan,Inquiry,Live Chat,Cakupan Layanan,Inquiry,Live Chat,Cakupan Layanan,Inquiry,Live Chat,Cakupan Layanan,Inquiry,Live Chat,Cakupan Layanan,Inquiry,Live Chat,Cakupan Layanan
620,Inquiry,Live Chat,Interaksi,Inquiry (General Customer),Services,SER: Live Chat Interaksi,Inquiry,Services,Live Chat Interaksi,Inquiry,Live Chat,Interaksi,Inquiry,Live Chat,Interaksi,Inquiry,Live Chat,Interaksi,Inquiry,Live Chat,Interaksi,Inquiry,Live Chat,Interaksi,Inquiry,Live Chat,Interaksi,Inquiry,Live Chat,Interaksi
621,Inquiry,Live Chat,Other,Inquiry (General Customer),Services,SER: Live Chat Other,Inquiry,Services,Live Chat Other,Inquiry,Live Chat,Other,Inquiry,Live Chat,Other,Inquiry,Live Chat,Other,Inquiry,Live Chat,Other,Inquiry,Live Chat,Other,Inquiry,Live Chat,Other,Inquiry,Live Chat,Other
622,Inquiry,Services,Permintaan informasi dari RM/ Cabang,Inquiry (General Customer),Services,SER: Permintaan informasi dari RM/ Cabang,Inquiry,Services,Permintaan informasi dari RM/ Cabang,Inquiry,Services,Permintaan informasi dari RM/ Cabang,Inquiry,Services,Permintaan informasi dari RM/ Cabang,Inquiry,Services,Permintaan informasi dari RM/ Cabang,Inquiry,Services,Permintaan informasi dari RM/ Cabang,Inquiry,Services,Permintaan informasi dari RM/ Cabang,Inquiry,Services,Permintaan informasi dari RM/ Cabang,Inquiry,Services,Permintaan informasi dari RM/ Cabang
623,Inquiry,Phone Banking,Fitur/ Cakupan Layanan,Inquiry (General Customer),Services,SER: Phone Banking Fitur/ Cakupan Layanan,Inquiry,Services,Phone Banking Fitur/ Cakupan Layanan,Inquiry,Phone Banking,Fitur/ Cakupan Layanan,Inquiry,Phone Banking,Fitur/ Cakupan Layanan,Inquiry,Phone Banking,Fitur/ Cakupan Layanan,Inquiry,Phone Banking,Fitur/ Cakupan Layanan,Inquiry,Phone Banking,Fitur/ Cakupan Layanan,Inquiry,Phone Banking,Fitur/ Cakupan Layanan,Inquiry,Phone Banking,Fitur/ Cakupan Layanan
624,Inquiry,Phone Banking,Other,Inquiry (General Customer),Services,SER: Phone Banking Other,Inquiry,Services,Phone Banking Other,Inquiry,Phone Banking,Other,Inquiry,Phone Banking,Other,Inquiry,Phone Banking,Other,Inquiry,Phone Banking,Other,Inquiry,Phone Banking,Other,Inquiry,Phone Banking,Other,Inquiry,Phone Banking,Other
625,Inquiry,Phone Banking,Tidak Dapat Terhubung,Inquiry (General Customer),Services,SER: Phone Banking Tidak Dapat Terhubung,Inquiry,Services,Phone Banking Tidak Dapat Terhubung,Inquiry,Phone Banking,Tidak Dapat Terhubung,Inquiry,Phone Banking,Tidak Dapat Terhubung,Inquiry,Phone Banking,Tidak Dapat Terhubung,Inquiry,Phone Banking,Tidak Dapat Terhubung,Inquiry,Phone Banking,Tidak Dapat Terhubung,Inquiry,Phone Banking,Tidak Dapat Terhubung,Inquiry,Phone Banking,Tidak Dapat Terhubung
626,Inquiry,Preferred,Fitur dan Benefit CIMB,Inquiry (General Customer),Services,SER: Preferred Fitur dan Benefit CIMB Preferred,Inquiry,Services,Preferred Fitur dan Benefit CIMB Preferred,Inquiry,Preferred,Fitur dan Benefit CIMB,Inquiry,Preferred,Fitur dan Benefit CIMB,Inquiry,Preferred,Fitur dan Benefit CIMB,Inquiry,Preferred,Fitur dan Benefit CIMB,Inquiry,Preferred,Fitur dan Benefit CIMB,Inquiry,Preferred,Fitur dan Benefit CIMB,Inquiry,Preferred,Fitur dan Benefit CIMB
627,Inquiry,Preferred,Program/ Promo,Inquiry (General Customer),Services,SER: Preferred Program/ Promo Preferred,Inquiry,Services,Preferred Program/ Promo Preferred,Inquiry,Preferred,Program/ Promo,Inquiry,Preferred,Program/ Promo,Inquiry,Preferred,Program/ Promo,Inquiry,Preferred,Program/ Promo,Inquiry,Preferred,Program/ Promo,Inquiry,Preferred,Program/ Promo,Inquiry,Preferred,Program/ Promo
628,Inquiry,Social Media,Fitur/ Cakupan Layanan,Inquiry (General Customer),Services,SER: Social Media Fitur/ Cakupan Layanan,Inquiry,Services,Social Media Fitur/ Cakupan Layanan,Inquiry,Social Media,Fitur/ Cakupan Layanan,Inquiry,Social Media,Fitur/ Cakupan Layanan,Inquiry,Social Media,Fitur/ Cakupan Layanan,Inquiry,Social Media,Fitur/ Cakupan Layanan,Inquiry,Social Media,Fitur/ Cakupan Layanan,Inquiry,Social Media,Fitur/ Cakupan Layanan,Inquiry,Social Media,Fitur/ Cakupan Layanan
629,Inquiry,Social Media,Other,Inquiry (General Customer),Services,SER: Social Media Other,Inquiry,Services,Social Media Other,Inquiry,Social Media,Other,Inquiry,Social Media,Other,Inquiry,Social Media,Other,Inquiry,Social Media,Other,Inquiry,Social Media,Other,Inquiry,Social Media,Other,Inquiry,Social Media,Other
